company_name,company_url
SalioGen Therapeutics,saliogen-therapeutics
Neurolens,eyebrain-medical
Allena Pharmaceuticals,allena-pharmaceuticals
Analytics IQ,analytics-iq
Ativa Medical,ativa-medical
Lowe’s,lowes
Boston Medical Center,boston-medical-center
Hepion Pharmaceuticals,contravir-pharmaceuticals
Cognitive Systems Corp.,cognitive-systems
Mobius,mobius-4
Growers,growers-holdings
Glose,glose
Earth Science Analytics,earth-science-analytics
OrthoPediatrics,orthopediactrics
Idriverplus,idriverplus
Scotty Labs,scotty-labs
Smart Eye,smart-eye
Rise,rise
Atlas Wearables,atlas
Vanti Analytics,vanti-analytics
Yaantra,yaantra
Dadi Cinema,dadi-cinema
TEOOH,teooh
Curofy,curofy
Prismpop,prismpop
Phantombuster,phantombuster
MDgo,mdgo
BioQ Pharma,bioq-pharma
BTC Direct,btc-direct
Everdays,everdays
DEPsys,depsys
Harvest Croo,harvest-croo
Catalia Health,catalia-health
RageOn!,rageon
Pulpomatic,pulpomatic
CarePayment,carepayment
Wifinity,wifinity-ltd
Orpyx Medical Technologies,orpyx-medical-technologies
Swift Shift,swiftshift
BevSpot,bevspot
Elementaree,elementaree
Roomer,roomer
Smart Reporting,smart-reporting-gmbh
Virtual Incision,virtual-incision-corporation
Ravello Systems,ravello-systems
DocPrime,docprime
Plum,plum-8
Pear Sports,pear-sports
Wildcraft India Pvt Ltd,wildcraft
eyeson,visocon
B4A,b4a-9682
Mindset Health,mindset-e7e8
ALE,ale
Beach House Group,beach-house-group
Christian Louboutin,christian-louboutin
FineEx,fineex
Blue Ant Media,blue-ant-media
Swatch On,swatch-on
Refunder,refunder
Zbooni,zbooni
AllClear ID,allclear-id
Kisi Security,kisi
Scener,scener
Best Doctors,best-doctors
Suiteness,suiteness
Valerann,valerann
Zound Industries,zound-industries
Together Money,together-money
"Tastry, Inc.",tastry-inc
MetraTech,metratech
SRS Acquiom,srs-acquiom
BioIVT,bioreclamation-holdings
Profectus Capital,profectus-capital
Osper,osper
Karana,karana
ZO Rooms,zo-rooms
DecaWave,decawave
Gaosi Education Group,gaosi-education-group
Notpla,notpla
RE'FLEKT,re-flekt-2
Stayflexi,stayflexi-inc
The Floor,the-floor
MedStack,medstack-inc
Sollis Health,sollis-health
Migränhjälpen,migr%C3%A4nhj%C3%A4lpen
Veritonic Inc.,veritonic-inc
EMV Capital,ecomachines-ventures
TRUE,trytrue
Plaace,plaace
Corvidia,corvidia
Business Score,business-score
Melonport,melonport
Limakilo,limakilo
BUZZCAST,buzzcast
Interprefy,interprefy
Grab,grab
Mersive,mersive
Textmunication,textmunication
Wishfin.com,wishfin-com
Stela,stela
1C Company,1c-company
Indicative,indicative-software
July,july
Patchwork,patchwork-f7a5
Synapse Medicine,synapse-medicine
Branch Technology,branch-technology
Open Cosmos,open-cosmos
StethoMe,stethome
Mezi,mezi
EBY,eby
Space Perspective,space-perspective
OXOS Medical,micro-c
Blade Therapeutics,blade-therapeutics
Nada,nada
NSPIRA Management Services,nspira-management-services
Tiltify,tiltify
Meissa Vaccines,meissa-vaccines
Mudango,mudango
Robotiq,robotiq
MWG - Mobile World Group,mwg-mobile-world-group
Singapore Post,singapore-post
Voyant Photonics,voyant-photonics
Save by Solar,save-by-solar
Neteera,neteera-technologies-ltd
Lifo,lifo
Moovaz,moovaz
AGERpoint,agerpoint
Cloud Cycle,sustainability-cloud-ltd
Dockwa,dockwa
Blackpoint Holdings,blackpoint-holdings
Blockchain Intelligence Group,blockchain-intelligence-group
Grind,grind-co
Moveworks,moveworks
HTEC Group,htec-group
Plugify,plugify-tecnologia-sa
Utter,sling-app
Longeveron,longeveron
Explain Everything,explain-everything
Capify,capiota
xCloud,xcloud
Virgo Investment Group,virgo-investment-group
Codeship,codeship
Jabberwock Ventures,jabberwock-ventures
Synapbox,synapbox
Emerada,emerada
TrunkClub,the-trunk-club
Up&Up,homevest
Rowdy Energy,rowdy-energy
Regroup Therapy,regroup-therapy
University Hospitals,university-hospitals
Aptus Value Housing Finance India,aptus-value-housing-finance-india
Voodle,voodle-0a91
MAZ,maz
Termii,termii-networks
Aquatic Informatics,aquatic-informatics
Onward Financial,onward-financial
Hibob,hibob
FoodMarketHub,food-market-hub
Centercode,centercode
Britam,britam
Wonderflow,wonderflow
MachEye,macheye
DreaMed Diabetes,dreamed-diabetes
Ideol Offshore,ideol
Quipper,quipper
Bio Farma,bio-farma
VIDA,vida-co
CrowdStar,crowdstar
Nimbix,nimbix
Refeyn,arago-biosciences
Lead Edge Capital,lead-edge-capital
Soteria Biotherapeutics,soteria-biotherapeutics
Gathered Foods,gathered-foods
Boards,bliss-93be
Area4 Labs,area4-labs-inc
Some Spider Studios,some-spider
Cognito,cognito-5ed4
Remedee Labs,remedee
Utilidata,utilidata
Incell International AB,incell-international-ab
Able Lending,able
6over6,6over6
YEAY,yeay-gmbh
PlantLab,plantlab
Seraxis,seraxis
Leaf Agriculture,leaf-agriculture
Upthere,upthere
Vynca,vynca
Not So Dark,not-so-dark
Zuul,pare
Cross Vascular,cross-vascular
Neuromation.io,neuromation-io
Coord,coord
Loktra,loktra
Space Ape,space-ape
Hardt Hyperloop,hardt
ClimateView,climateview
Pinnacle West Capital Corporation,pinnacle-west-capital-corporation
Innovorder,innovorder
Omcare,omcare
Orexo,orexo
Picwell,picwell
Cascades Inc,cascade-tissue-group
Covercress,arvegenix
Attn: Grace,attn-grace
Millions,millions
Founda,founda
BOND.AI,bond-ai
Intento,intento
Jianan Nongmu,jianan-nongmu
Navent,navent
Backtrace,backtrace-i-o
Invuity,invuity
Util,util
HelpAround Medical,helparound
DataSift,datasift
HappyPal,happypal
Panda AI,panda-ai
Psicologia Viva (Psyalive),psicologia-viva
Freebird,freebird-rides
Sandstone,shansyan-data
Aion,the-aion-network
HealthStream,healthstream
Hunterz,hunterz-io-inc
STILINGUE,stilingue
Perfect Price,perfect-price
Sir Kensington's,sir-kensington-s
AEGEA Medical,aegea-medical
BotXO,botxo
Loop Games,loop-games
Loyalty Prime,loyalty-prime
Jnana,jnana
PitchMe,pitchme
Salvia BioElectronics,salvia-bioelectronics
Arviem,arviem-ag
F5,f5
TowerIQ,toweriq
Jefferson Health System,jefferson-health-system
Mabworks,mabworks
Renesola Pty Ltd.,renesola-ltd
APEX Technologies,chinapex
Investors Clinic Infratech Pvt Ltd,investors-clinic
Chime Biologics,chime-biologics
Beddr Sleep,beddr-sleep
Very Great,verygreat
VOOM Insurance,skywatch-technologies
Street Contxt,street-contxt
A-Z Gartenhaus,a-z-gartenhaus
AdhereTech,adheretech
Tiled,tiled
Outsite,outsite
Service Logic,service-logic
Peritus.ai,peritus-ai
Mana Therapeutics,mana-therapeutics
Firefly Learning,firefly-5
Paytient,paytient
Wantedlab,wanted-lab
Cointopia,cointopia
1st Stop Group,1st-stop-group
Noble.AI,noble-ai
Wangsu Science & Technology,wangsu-science-technology-co
Kumquat Biosciences,kumquat-biosciences
Honcho,whistler-technologies
wealthpilot,wealthpilot
Zosano Pharma,zosano-pharma
Mattressive,mattressive
Lucidity,kr8os
ElectReon,electreon
Ring Therapeutics,ring-therapeutics
ShareRing,sharering
Scapic,scapic
Datawatch Corp,datawatch-corp
edgescan,edgescan
"Bloomz, Inc.",bloomz
Synchronous,synchronous-eab1
NextSeed,nextseed
Accuity Delivery Systems,accuity-delivery-systems
Marco Experiences,marco-experiences
Microshare,microshare-io
Careship,careship
MyInvestor,myinvestor
WayBeyond,autogrow-systems-ltd
Spotlight Therapeutics,spotlight-therapeutics
Alchemy Foodtech,alchemy-foodtech
Add Health Media,add-health-media
Veeve,veeve-d521
Unum ID,unum-id
Accera,accera
CoinTiger,cointiger
Groups360,groups360
Applift,applift
Flock,flock-5
ProbiusDx,probiusdx
StoryFile,storyfile
Zabka Polska,zabka-polska
Laguna Health,laguna-health
J-Pharma,j-pharma
Neotys,neotys
Upfront Healthcare Services,upfront-healthcare-services
Rev.io,rev-io
Cooler Future,cooler-future
Berkshire Welco,berkshire-welco
Joylux,joylux
Smytten,smytten
Riverside Acceleration Capital,riverside-acceleration-capital
Newomics,newomics
9T Labs,9t-labs
Class101,pedaling
Providence Medical Technology,providence-medical-technology
Reply.ai,reply-ai
Cohort,cohort-579a
Zeemart,zeemart
Rocean,rocean
Hoop,hoop
Artemest,artemest
Cyphort,cyphort
TreasuryXpress,box-automation-solutions
SHE Software,she-software
Taiwan Semiconductor Manufacturing Company,tsmc
Epoch,epoch-4
EnTouch Controls,entouch-controls
Invenia,invenia
Cyber Observer,cyberobserver
Etix Everywhere,etix-everywhere
Seek Thermal,seek-3
MedShift,medshift
Cellestia Biotech,cellestia-biotech
Affinio,affinio
Mickey,mickey
BioAmber,bioamber
Appili Therapeutics,appili-therapeutics
Epulze,epulze
Movidesk,movidesk
Line Man,line-man
Grillo's Pickles,grillo-s-pickles
WiBotic,wibotic-corp
Mandaê,manda%C3%AA
Modalis Therapeutics,edigene
Happilo,happilo
"Kiwi, Inc.",kiwi-inc
Vigilant Solutions,vigilant-solutions
TruckLabs,trucklabs
Biogroup-LCD,biogroup-lcd
RealKey,realkey
Epsilo,epsilo
Korbit.ai,korbit-ai
Shoes of Prey,shoes-of-prey
Sieu Viet Group,sieu-viet
Hacktiv8,hacktiv8
MyComplianceOffice,mycomplianceoffice
Advanon,advanon
JadoPado,jadopado
Wellspring,wellspring-worldwide
Terragon Group,terragon-group
Shopgate,shopgate
Unibio International,unibio-a-s
Ekinops,ekinops
MainVest,mainvest
Fireglass,fireglass
Stereotaxis,stereotaxis
WorkPatterns,workpatterns
Markley Group,markley-group
Indegy,indegy
misterb&b,misterbnb
Innolight,innolight
Pula Advisors,pula-advisors
Goodly,goodly
Epignosis,epignosis
DataMesh,datamesh
Ziften Technologies,ziften-technologies
QikServe,qikserve
VinCommerce,vincommerce
VigLink,viglink
Frontiir,frontiir
Chartable,chartable
fees,fees
Linamar,linamar
Tilt Five,tilt-five
Bitsbox,bitsbox
Jobspire,jobspire
CoinTribe Technologies,cointribe
BrickVest,brickvest
Hassle.com,hassle
Tapestry,tapestry-net
MeMD,memd
Lookup,lookup-2
Cybertonica,cybertonica
Fiddler AI,fiddler-labs
Lecturio,lecturio
Credit Wise Capital,creditwise-capital
TRUX,trux-inc
Laserax,laserax
AGROWAVE,agrowave
GINKAN,ginkan
Avolon Holdings,avolon-holdings
Superfuds,superf%C3%BCds
Rebtel,rebtel
DIGITAL GRID,digital-grid
Pioneer Corporation,pioneer-corporation
TrueData,twine-data
Kukui,kukui-corporation
Kairos Aerospace,kairos-aerpspace
Engage People,engage-people
Sweepr,sweepr
Houston Mechatronics,houston-mechatronics
Sococo,sococo
SubjectWell,subjectwell
Amplifire,amplifire-knowledge-factor
MapLight Therapeutics,alvarado-therapeutics
Clairvolex,clairvolex
DOJO Madness,dojo-madness
People10 Technologies,people10-technologies-inc
Anglr,anglr
DAILYHOTEL,dailyhotel
Pronto,pronto-io
Overture Life,overture-life
Thousand Oaks Biopharmaceuticals,thousand-oaks-biopharmaceuticals
Yashi,yashi
Halp,bubbleiq
Amenitiz,amenitiz
HiHello,hihello
OrthAlign,orthalign
NEUCHIPS,neuchips
Lazarus,lazarus-enterprises-2
ChannelMeter,channelmeter
Momentum Solar,momentum-solar
DocuTAP,docutap
Blink Science,blink-science
BIO-LUTIONS,bio-lutions
All Day Kitchens,virtual-kitchen-co
Vistara,vistara-47ee
Sourceress,sourceress
EduBridge,edubridge
WhistleDrive,whistledrive
Carmesi,elize
Cleversafe,cleversafe
Datazoom,datazoom
Brillen.de,brillen-de
Baremetrics,baremetrics
identity Japan,identity-japan
OneOneDay,oneoneday
Medical Properties Trust,medical-properties-trust
Luxury Promise,luxury-promise
Hightail,hightail
phData,phdata
Roseonly,roseonly
Metaview,metaview
Farmstand,farmstand-limited
CalciMedica,calcimedica
Wonga,wonga
Playable Worlds,playable-worlds
Pair Team,sling-health
Kindful,kindful
Inxpect,inxpect
OnlineTyari,onlinetyari-com
SonicEnergy™,ubeam
Novi Finance,novi-finance
Vive Crop Protection,vive-crop-protection
Uninterrupted,uninterrupted
Blue Note Therapeutics,blue-note-therapeutics
Immusoft,immusoft
Aiforia,aiforia
Recyclops,recyclops
Futu Clearing,futu-clearing
NeuroMetrix,neurometrix
ClearGov,cleargov
Clearleap,clearleap
NEWROPE,newrope
Wellpay,wellpay
Revolution Global,revolution-enterprises
ETF.com,etf-com
Riverain Technologies,riverain-technologies
Kior,kior
Listory,listory
Kleeen Software,kleeen-software
WeSpire,wespire
Csquared,csquared
Apex Fund Services,apex-fund-services
The Stable,the-stable
Beatdapp,beatdapp
Music World Media,music-world-media
Polly,polly-app
EasyRewardz,easyrewardz
Biproxi,biproxi
Raccoon.World,raccoon-world
iCar Asia,icar-asia
HUBX,the-hub-exchange
Goldmoney,goldmoney
Broker Genius,broker-genius
Vista Rooms,vista-rooms
Cozi,cozi-inc
Boardwalktech,boardwalktech
Spectrawave,spectrawave
Cronofy,one-diary
Emergent Payments,emergent-payments
Hangar Technology,hangar-technology
Rheo TV,rheo-tv
Grow,poweredbygrow
Holaluz,holaluz-com
Advanced Navigation,advanced-navigation
Hepta Airborne,hepta-group-airborne-ltd
Moeco,moeco
MDBox,reliant-immune-diagnostics
SWAG EV,swag-ev
Quixel,quixel
lancers,lancers-inc
Voysis,voysis
Risika,risika-aps
iProcure,iprocure
Biotheranostics,biotheranostics
Signix,signix
Kard,kard
Pisano,pisano
India Grid Trust,india-grid-trust
Redline Communications,redline-communications
Priv,priv
Aerones,aerones
Syngene,syngene
Lex,lex-e8e0
AgriDigital,agridigital
Planned,entr
Ubook,ubook
DT One,dtone
TactoTek,tactotek
WaveOne,waveone-inc
Symbiome,symbiome
PhotoniCare,photonicare
FoodChéri,foodcheri
Vaxxas,vaxxas
1 India Family Mart,1indiafamilymart
Reflectiz,reflectiz
1919 Wines & Spirits,1919-wines-spirits
SIMBA Chain,simba-chain
GDI Integrated Facility Services,gdi-com
Dashmote,dashmote
Global Graphene Group,global-graphene-group
Sajari,sajari
AgileCraft,agilecraft
SECDO,secdo
Brick Technology,brick-technology
HappySignals,happysignals
Basis AI,basis-ai
Gintech Energy Corporation,gintech-energy-corporation
AerCap,aercap
Betterhalf,betterhalf
Clinomic,clinomic
Atour Hotel,atour-hotel
X0PA AI,x0pa-ai-pte-ltd
OpenRent,openrent
Mythic Therapeutics,mythic-therapeutics
UFODRIVE,ufodrive
FMX,fmx
BeeckerCo,beeckerco
Wallix,wallix
Doctor Insta,doctor-insta
UnionTech,uniontech
Dable,dable
Triblio,triblio
TelcoDR,telcodr
Hatch Loyalty,belly
Blok Party,blok-party
Our Food,our-food
Jahia,jahia
Splend,splend-3
ChalkTalk,chalk-talk-solutions-inc
Blackline Safety Corp.,blackline-gps-corp
Onedio,onedio
Ablynx,ablynx
LiteracyPlanet,literacyplanet
Rezatec,rezatec
OpenSensors,opensensors
Totum Labs,totum-labs
KloudGin,kloudgin
Emme,emme
Umbel,umbel
SafeRide Health,saferide
City Football Group,city-football-group
Receptos,receptos
PEAK6 Investments LLC,peak6-investments
Desert Control,desert-control
Ascendify,ascendify
AavantiBio,aavantibio
Blobr,blobr
OptimalPlus,optimalplus
Wildcat Discovery Technologies,wildcat-discovery-technologies
R2Net,r2net
Sensorfact,sensorfact
Linxo Group,linxo-s-a
REalyse,realyse
kenshō,kensho-2
Epion Health,epion-health
Awell Health,awell-health
imoji,imoji
Thundra,thundra
Sharestates,sharestates
Heads Up Health,heads-up-health
Nuclein,nuclein
Skyqraft,skyqraft
MTM Technologies,mtm-technologies
Fashion & You,fashion-you
Vehiculum,vehiculum-mobilty-solutions-gmbh
Quilt.AI,quilt-ai
Innergex,innergex
nFlux AI,nflux-ai
365 Data Centers,365-data-centers
Geo Semiconductor,geo-semiconductor
Xola,xola
MedStar Health,medstar-health
Blue Sky Analytics,breezo
Zynerba Pharmaceuticals,zynerba-pharmaceuticals
Somnoware Healthcare Systems,somnoware-healthcare-systems
Five9,five9
Novadiscovery,novadiscovery
Harvest Power,harvest-power
Dorae,dorae
TAE Life Sciences,tae-life-sciences
Compono,shortlyster
Aptose Biosciences,lorus-therapeutics
Oragenics,oragenics
Azul 3D,azul-3d
Exinda,exinda
HQLAX,hqla-x
Maven Wireless,maven-wireless
Nexkey,nexkey-inc
ZEGO Technology,zego-2bef
Tata Motors,tata-motors
OpenLearning,open-learning
Aignostics,aignostics
Waterline Data,waterline-data-science
Chatwork,chatwork
VoltStorage,volt-storage
Paerpay,paerpay
Toast,toast
Metamarkets,metamarkets
Ryff,ryff
Jimubox,jimubox
Qustodio,qustodio
WoodSpoon,woodspoon-inc
Evrnu,evrnu
Valid Network - Blockchain Security,valid-network
HomeUnion,homeunion-services
Nudge,the-whole-coffee-company
Groover,groover
Knoq,polis
Different,different
Dash Radio,dash-radio-inc
Sterblue,sterblue
Good PLANeT Foods,good-planet-foods
Acko General Insurance,acko-general-insurance
ViBe Saúde,vivabem
Rabobank,rabobank
Uniksystem,uniksystem
ImageWare Systems,imageware-systems
Avecto,avecto
Averon,averon
ExeVir Bio,exevir-bio
Livguard,livguard
The Five Points Brewing Company,the-five-points-brewing-company
H2O Innovation,h2o-innovation
Babel,babel-f2cd
GENFIT,genfit
Stably,stably-blockchain-labs-inc
Learnship,learnship
YData,ydata
Stasis Labs,stasis-labs
MasonHub,masonhub
Headroom,headroom-d02e
Tradewind Markets,tradewind-markets
Survey.com,survey-com
Pillar Project,pillar-project
Robyn,robyn-is-committed-to-destigmatizing-demystifying-and-democratizing-one-s-right-to-have-a-family
Speedscale,speedscale
Logical Clocks,logical-clocks
DEGIRO,degiro
Tagetik,tagetik
Open App,open-app
ClearBrain,clearbrain
CHOOOSE,chooose
Vertical Companies,vertical-companies
DeepX,deepx
Elastica,elastica
Sweepatic,sweepatic
Spoke London,spoke-london
Kelvin,kelvin
AmazingCo,amazingco
Motosumo,motosumo
Phynd Technologies,phynd-technology
Trifo,trifo-robotics
Banyan,social-dental
DocAuthority,docauthority
FAT BRANDS,fat-brands
figo,figo
CODA Biotherapeutics,coda-biotherapeutics
Nala,nala-money
Tricon Residential,tricon-capital
Nonda,nonda
AkinovA,akinova
New York State,new-york-state
Fantasmo.io,fantasmo-studios
Avenda Health,avenda
Vital Therapies,vital-therapies
Virool,virool
Tiptapp,tipptapp
"beBit, Inc.",bebit-inc
MPP Global,mpp-global
Bridge,bridge-money-inc
NUBURU,nuburu
Ermeo,ermeo
Autzu,autzu
Woundtech,woundtech
XL Video,xl-video
TableCheck,tablecheck
Global Payments,global-payments
Kodland,kodland
Cohealo,cohealo
KERV Interactive,kerv-interactive
Cocos Blockchain Expedition,cocos-blockchain-expedition
Balyo,balyo
BillFront,billfront
Wantable,wantable
Miyoko’s Kitchen,miyoko-s-kitchen
Svea Solar,svea-solar-ab
Hubdoc,hubdoc
Go Colors,go-colors
Apres,apres-7af0
Enerplus,enerplus
Cerecor,cerecor
LunaDNA,luna-dna
PowerBuy,massgenie
Rent Ready,rent-ready
Little Passports,little-passports
Delightree,delightree
Light Microfinance,light-microfinance
Riff Analytics,riff-learning
Trapp Technology,trapp-technology
Gebeya,gebeya-inc
Renoon,renoon
Kiddo,good-parents-inc
Terrene Labs,terrene-labs
Getsafe,getsafe
Scivantage,scivantage
Sollio Cooperative Group,la-coop
Flame Biosciences,flame-biosciences
Springworks,springworks-ab
Rocket,rocket
Aureus Analytics,aureus-analytics
RideVision,ridevision
EkWateur,ekwateur
DiaCarta,diacarta
Mars Finance,mars-finance
Homeroom,homeroom-1ee8
FilmTrack,filmtrack
Stylight,stylight
CARE Ratings,care-ratings
whoosh.bike,whoosh-bike
Leadoo Marketing Technologies,leadoo
Creo Medical,creo-medical
Coach.me,lift-worldwide
PocketList,pocketlist
FLOSFIA,flosfia
Hansel.io,hansel-io
Nexthink,nexthink
The E-Plane Company,the-e-plane-company
Aasaanjobs,aasaanjobs-com
Mettl,mettl-com
RevLifter,revlifter
DonorsChoose,donorschoose-org
Kaishu Jianggushi,kaishu-jianggushi
Debut Biotech,debut-biotech
QuoteMachine,quotemachine
WellnessLiving Systems,wellnessliving-systems-inc
Shenzhen Rural Commercial Bank,shenzhen-rural-commercial-bank
Royal Dutch Shell,royal-dutch-shell
CU Direct,cu-direct
FSD Pharma,fsd-pharma
MAD Gaze,mad-gaze
Genero,genero
PieSync,piesync
TicketSauce,ticketsauce
Portfolium,portfolium
Frankly,frankly-inc
Sensi.Ai,clanz-technologies
Gild,gild
Funding,funding
Microphyt,microphyt
ProntoPiso,prontopiso
7Geese,7geese
Uizard Technologies,uizard-technologies
Reliance Capital,reliance-capital
Lendflo,lendflo
Blue Danube Systems,blue-danube-labs
Cogitativo,cogitativo
Tablelist,tablelist
Musiversal,musiversal
Berry Genomics,berry-genomics-co-ltd
SHIFT,shift-4
OraSure Technologies,orasure-technologies
nemedio,nemedio
NextGen Jane,nextgen-jane
SuperMoney,supermoney
EcoPlant,ecoplant
heartbeat medical,heartbeat-medical
Mutable,mutable
Loop Health,loop-health-edbc
hOp,hop-b0c8
Sotera Wireless,sotera-wireless
cioplenu,cioplenu-gmbh
Niido,niido
IntellectoKids,intellectokids
Third Eye Health,third-eye-health
Ayehu Software Technologies,ayehu-software-technologies
Reccy Adventures,reccy-adventures
Variant Bio,variant-bio
ATLAS Space Operations,atlas-space-operations
Tillable,tillable
Auquan,auquan
ASTADIA,astadia
Inogen,inogen
Swift Biosciences,swift-biosciences
Decision Sciences,decision-sciences
Siolta Therapeutics,siolta-therapeutics
Enzyme,enzyme-2
Omega Healthcare Investors,omega-healthcare-investors
SKYSENS,skysens-iot
KinectAir,kinectair
Africa Health Holdings Ltd,africa-health-holding-ltd
PlayFab,playfab-inc
Knopp Biosciences,nnopp-biosciences-llc
Stio,stio
Agrivida,agrivida
The Ticket Fairy,the-ticket-fairy
Sales Rabbit,sales-rabbit
Inspire,inspire-2
Electrovaya,electrovaya
EventsCase,pickevent
Hostmaker,hostmaker
Hookit,hookit
Dendron,dendron
Uni Select Inc,uni-select-inc
Nuance Biotech,nuance-biotech
DriveTribe,drivetribe
Larimar Therapeutics,zafgen
Ivanti,ivanti
Zylo,zylo
MDacne,mdalgorithms
Maverick Therapeutics,maverick-therapeutics
ReceiptHero,receipthero
EasyTransfer,easytransfer
Ergosup,ergosup
Applied Blockchain,applied-blockchain
Calumino,calumino
VLP Therapeutics,vlp-therapeutics
Upperline Health,upperline-health
ZPower,zpower
Bellman,bellman-immo
Direct.me,direct-me
Management Solutions,management-solutions
Gigwalk,gigwalk
Fable,fable-5294
LocateAI,locateai
Cooley,cooley-llp
Mortgage Master,mortgage-master
SHRED,shred-labs
Lantern,thriveon
MiiMOSA,miimosa
Exact Sales,exact-sales
Likvido,likvido-24d8
Respira Labs,respira-labs
IncludeHealth,include-fitness
Seeo,seeo
Ayala Pharmaceuticals,ayala-pharmaceuticals
iMile,imile
Blue Lion Labs,blue-lion-labs-ltd
Limonetik,limonetik
Washington University in St. Louis,washington-university-in-st-louis
Volumetric,volumetric-bio
Urban Mining Company,urban-mining-company
ZenRobotics,zenrobotics
Indivumed GmbH,indivumed-gmbh
Uppsala Security,sentinel-protocol
Fuyou Kache,fuyoukache
Ixaris,ixaris
"Fit3D, Inc.",fit3d
Text Mercato,text-mercato-solutions-private-limited
Solaborate,solaborate
Toolbox,toolbox-d57b
Scaled Robotics,scaled-robotics
Dawaai,dawaai
MetaMind,metamind
Findity,findity
Confiant,confiant
Doji,doji
ImmuneID,immuneid
AaDya Security,aadya-security
Roameo,roameo
Drive Yello,drive-yello
OppFi,oppfi
Nuheara,nuheara
"Resonance Companies, Inc.",resonance-companies-llc
Lysa,lysa
Digital Finance Group,digital-finance-group
KupiVIP,kupivip
Duality Biologics,duality-biologics
LeCloud,letv-2
Biotricity,biotricity
Suneva Medical,suneva-medical
SightX,frontier7
Ursa Major,ursa-major
